28
tax58                   	0.43314784  	0.14072968  	0.26443848  	0.14871389  	0.25688587  	0.12238645  	0.1453998   	0.21379537  	0.15159602  	0.14785103  	0           	0.15145815  	0.14895835  	0.11930641  	0.1569545   	0.15078832  	0.13866395  	0.14238459  	0.1507935   	0.10407202  	0.1369934   	0.15061189  	0.14616191  	0.15189991  	0.15112563  	0           	0.14113604  	0.10861189  	
tax16                   	0.45834217  	0.17338104  	0.27321041  	0.02072543  	0.24346642  	0.16927752  	0.16506344  	0.23895845  	0.08980316  	0.1824662   	0.15145815  	0           	0.16811529  	0.16480652  	0.18517338  	0.07146612  	0.17036778  	0.18371284  	0.09033626  	0.15449405  	0.16857638  	0.02342963  	0.18066477  	0.16582334  	0.09111712  	0.14893331  	0.18247799  	0.15132918  	
tax82                   	0.42482621  	0.1278396   	0.26490399  	0.16280189  	0.23542555  	0.17642495  	0.12543182  	0.20387297  	0.1611618   	0.1284725   	0.14895835  	0.16811529  	0           	0.17163549  	0.13866572  	0.16048356  	0.12198707  	0.10503741  	0.16218367  	0.14953262  	0.12039279  	0.16429167  	0.12686672  	0.01272008  	0.16244245  	0.14985629  	0.1038247   	0.16526277  	
tax12                   	0.41479553  	0.16471605  	0.26427035  	0.16174808  	0.25248655  	0           	0.15690396  	0.21334869  	0.16608827  	0.17208368  	0.11930641  	0.16480652  	0.17163549  	0           	0.17143887  	0.1627584   	0.15690396  	0.16799264  	0.16688583  	0.06015564  	0.15865988  	0.16325379  	0.17029181  	0.16751962  	0.16372983  	0.11983134  	0.16673618  	0.02817     	
tax83                   	0.43395969  	0.03568167  	0.26973505  	0.18347023  	0.23439013  	0.17482803  	0.1394517   	0.2254753   	0.1850715   	0.03686789  	0.1569545   	0.18517338  	0.13866572  	0.17143887  	0           	0.17900671  	0.13908735  	0.11249063  	0.18405614  	0.16476108  	0.13728727  	0.1850548   	0.03545116  	0.13318556  	0.18385666  	0.15770172  	0.11265584  	0.16693166  	
tax10                   	0.43924109  	0.17807641  	0.26354241  	0.06724801  	0.22748413  	0.16546547  	0.16680314  	0.22486892  	0.08924071  	0.19229892  	0.15078832  	0.07146612  	0.16048356  	0.1627584   	0.17900671  	0           	0.17003519  	0.18681559  	0.08819395  	0.1513146   	0.1682576   	0.06858721  	0.1905179   	0.16559721  	0.087434    	0.14998484  	0.18560152  	0.15626981  	
tax198                  	0.44223626  	0.12160243  	0.2823063   	0.16899946  	0.24094312  	0.16170397  	0.03209234  	0.22362917  	0.1763692   	0.13008434  	0.13866395  	0.17036778  	0.12198707  	0.15690396  	0.13908735  	0.17003519  	0           	0.1301617   	0.17565707  	0.15421     	0.01260464  	0.17050378  	0.1284725   	0.12320778  	0.17397697  	0.1394911   	0.12894883  	0.15787416  	
tax74                   	0.41092747  	0.10956337  	0.26819424  	0.18037143  	0.22442783  	0.16920294  	0.12382314  	0.20698521  	0.16886337  	0.10890095  	0.14238459  	0.18371284  	0.10503741  	0.16799264  	0.11249063  	0.18681559  	0.1301617   	0           	0.16810372  	0.14961763  	0.12860343  	0.18186072  	0.10735749  	0.10175963  	0.16652291  	0.14155435  	0           	0.15493327  	
tax9                    	0.44583964  	0.1681784   	0.249353    	0.08067769  	0.23660965  	0.17052257  	0.17586596  	0.23691898  	0           	0.18505809  	0.1507935   	0.09033626  	0.16218367  	0.16688583  	0.18405614  	0.08819395  	0.17565707  	0.16810372  	0           	0.15337097  	0.17562752  	0.08055443  	0.18317636  	0.16041457  	0           	0.15102971  	0.16680687  	0.14785682  	
tax24                   	0.42949482  	0.15666383  	0.25385295  	0.1516883   	0.22626881  	0.06221499  	0.15595     	0.20363024  	0.15596552  	0.16396901  	0.10407202  	0.15449405  	0.14953262  	0.06015564  	0.16476108  	0.1513146   	0.15421     	0.14961763  	0.15337097  	0           	0.15944108  	0.15316691  	0.1622079   	0.14906194  	0.15369229  	0.10310592  	0.1483584   	0.05046612  	
tax202                  	0.44149727  	0.11983675  	0.27965962  	0.16724146  	0.24453212  	0.16345264  	0.03208959  	0.22525523  	0.17450428  	0.12668734  	0.1369934   	0.16857638  	0.12039279  	0.15865988  	0.13728727  	0.1682576   	0.01260464  	0.12860343  	0.17562752  	0.15944108  	0           	0.16874298  	0.12509011  	0.12161493  	0.17580606  	0.1378093   	0.12739134  	0.15963828  	
tax17                   	0.4521736   	0.17523792  	0.27019705  	0.00503496  	0.23834166  	0.1676775   	0.16526041  	0.22968904  	0.08162649  	0.18240865  	0.15061189  	0.02342963  	0.16429167  	0.16325379  	0.1850548   	0.06858721  	0.17050378  	0.18186072  	0.08055443  	0.15316691  	0.16874298  	0           	0.18063666  	0.16603166  	0.08139299  	0.14981246  	0.18064519  	0.15155713  	
tax120                  	0.45251395  	0.02562674  	0.28437388  	0.17914279  	0.2299459   	0.17325131  	0.12718625  	0.22192536  	0.18387067  	0.00374304  	0.14616191  	0.18066477  	0.12686672  	0.17029181  	0.03545116  	0.1905179   	0.1284725   	0.10735749  	0.18317636  	0.1622079   	0.12509011  	0.18063666  	0           	0.12181834  	0.18328468  	0.14703494  	0.10765486  	0.16599912  	
tax84                   	0.42251189  	0.12274312  	0.27042578  	0.16453913  	0.23466851  	0.17230869  	0.12190312  	0.20517084  	0.15940512  	0.12340574  	0.15189991  	0.16582334  	0.01272008  	0.16751962  	0.13318556  	0.16559721  	0.12320778  	0.10175963  	0.16041457  	0.14906194  	0.12161493  	0.16603166  	0.12181834  	0           	0.16068163  	0.15281554  	0.10054916  	0.16498977  	
tax6                    	0.44413324  	0.17025176  	0.25325589  	0.08151435  	0.24050552  	0.16708892  	0.17604004  	0.23448672  	0           	0.18515039  	0.15112563  	0.09111712  	0.16244245  	0.16372983  	0.18385666  	0.087434    	0.17397697  	0.16652291  	0           	0.15369229  	0.17580606  	0.08139299  	0.18328468  	0.16068163  	0           	0.15159602  	0.16523587  	0.1464548   	
tax54                   	0.4310187   	0.13989358  	0.26200556  	0.1479088   	0.25653928  	0.12148783  	0.14627264  	0.2148678   	0.15206937  	0.14873556  	0           	0.14893331  	0.14985629  	0.11983134  	0.15770172  	0.14998484  	0.1394911   	0.14155435  	0.15102971  	0.10310592  	0.1378093   	0.14981246  	0.14703494  	0.15281554  	0.15159602  	0           	0.14029931  	0.10749434  	
tax75                   	0.40966437  	0.10986912  	0.26653051  	0.17915409  	0.22323706  	0.1679623   	0.12260569  	0.20572564  	0.16757343  	0.1092031   	0.14113604  	0.18247799  	0.1038247   	0.16673618  	0.11265584  	0.18560152  	0.12894883  	0           	0.16680687  	0.1483584   	0.12739134  	0.18064519  	0.10765486  	0.10054916  	0.16523587  	0.14029931  	0           	0.15366623  	
tax15                   	0.4163726   	0.16037801  	0.24444364  	0.15006852  	0.23508045  	0.03055137  	0.1561096   	0.20140341  	0.14846816  	0.16779289  	0.10861189  	0.15132918  	0.16526277  	0.02817     	0.16693166  	0.15626981  	0.15787416  	0.15493327  	0.14785682  	0.05046612  	0.15963828  	0.15155713  	0.16599912  	0.16498977  	0.1464548   	0.10749434  	0.15366623  	0           	
