29
ABL77118                	0.17558705  	0.16980038  	0.04016229  	0.13879038  	0.10528721  	0.10136554  	0.03645108  	0.13447913  	0.06236009  	0.09719237  	0           	0.12575515  	0.06668526  	0.04753097  	0.12555313  	0.03645108  	0.09332517  	0.09399351  	0.03646223  	0.08971494  	0.03272863  	0.10147127  	0.04764137  	0.09735438  	0.04321404  	0.04009044  	0.0974883   	0.04325833  	0.09760104  	
AAA43724                	0.2146506   	0.07117235  	0.13493872  	0.02910171  	0.10677798  	0.10932803  	0.13083079  	0.01449431  	0.12177961  	0.10932803  	0.12575515  	0           	0.11061705  	0.11882703  	0.00718098  	0.13083079  	0.10587852  	0.09956612  	0.13089448  	0.1096686   	0.12679784  	0.10162692  	0.11911686  	0.09800378  	0.12120869  	0.13087509  	0.0981396   	0.12134098  	0.10553908  	
AAU00996                	0.1589958   	0.15839277  	0.07898342  	0.12715394  	0.09037392  	0.085581    	0.07508915  	0.11922139  	0.07052196  	0.085581    	0.06668526  	0.11061705  	0           	0.06720967  	0.11044002  	0.07508915  	0.08570435  	0.08318595  	0.07511784  	0.07801529  	0.07116697  	0.08567077  	0.06736879  	0.08559741  	0.0626027   	0.0751209   	0.08571701  	0.06266851  	0.08184617  	
AEP20404                	0.17557018  	0.15167728  	0.05954634  	0.13553223  	0.09483779  	0.09943472  	0.06363368  	0.12754448  	0.05152077  	0.09943472  	0.04753097  	0.11882703  	0.06720967  	0           	0.11863542  	0.06363368  	0.09561915  	0.08766228  	0.06365667  	0.0877619   	0.05974889  	0.0995402   	0.0071393   	0.09812861  	0.05890865  	0.06361543  	0.09563227  	0.05897053  	0.09561044  	
AAA43725                	0.21427093  	0.07106175  	0.13471926  	0.02905861  	0.10660738  	0.10915504  	0.13061872  	0.01447295  	0.12158431  	0.10915504  	0.12555313  	0.00718098  	0.11044002  	0.11863542  	0           	0.13061872  	0.10571076  	0.09940674  	0.13068215  	0.10949459  	0.12659282  	0.10146686  	0.11892429  	0.09784934  	0.12101536  	0.13066292  	0.09798476  	0.12114719  	0.10537239  	
AER28364                	0.19039501  	0.17114693  	0.01777082  	0.14402114  	0.11014569  	0.1059086   	0.00706873  	0.13561278  	0.063087    	0.10168891  	0.03645108  	0.13083079  	0.07508915  	0.06363368  	0.13061872  	0           	0.0977897   	0.10299096  	0.01419619  	0.09843852  	0.02501428  	0.1060193   	0.06378439  	0.10185935  	0.047341    	0.01060296  	0.10199937  	0.04739003  	0.10211867  	
AAD29226                	0.18840117  	0.13987608  	0.09912891  	0.12222721  	0.07017523  	0.03601337  	0.0977897   	0.1143696   	0.09095855  	0.02870304  	0.09332517  	0.10587852  	0.08570435  	0.09561915  	0.10571076  	0.0977897   	0           	0.06304212  	0.09783087  	0.03598714  	0.09381213  	0.0360514   	0.09584952  	0.0215067   	0.08539188  	0.09015966  	0.01427627  	0.08548258  	0.03240802  	
AAD29210                	0.18193939  	0.13817038  	0.1085039   	0.12402508  	0.00718271  	0.06320376  	0.10299096  	0.10810885  	0.09953455  	0.06320376  	0.09399351  	0.09956612  	0.08318595  	0.08766228  	0.09940674  	0.10299096  	0.06304212  	0           	0.10713106  	0.05549602  	0.10301971  	0.05568487  	0.08787292  	0.06321566  	0.08206475  	0.0952464   	0.05552975  	0.0821524   	0.05947807  	
AER28445                	0.19051146  	0.16631573  	0.01064085  	0.1394316   	0.11429206  	0.10595488  	0.01419619  	0.13510717  	0.06310955  	0.10173244  	0.03646223  	0.13089448  	0.07511784  	0.06365667  	0.13068215  	0.01419619  	0.09783087  	0.10713106  	0           	0.09848029  	0.02502131  	0.1060657   	0.06380751  	0.10190306  	0.0511247   	0.01774508  	0.10204321  	0.05117783  	0.10216264  	
AAD29232                	0.17151242  	0.14382446  	0.09978908  	0.13395856  	0.06264227  	0.0360759   	0.09843852  	0.11819332  	0.09100301  	0.0360759   	0.08971494  	0.1096686   	0.07801529  	0.0877619   	0.10949459  	0.09843852  	0.03598714  	0.05549602  	0.09848029  	0           	0.09443851  	0.03611407  	0.08797275  	0.03608323  	0.08546671  	0.0907669   	0.02874143  	0.08555757  	0.03246425  	
AET22033                	0.18594166  	0.16691272  	0.0286373   	0.13992435  	0.11017863  	0.10189126  	0.02501428  	0.13558387  	0.05913214  	0.09769737  	0.03272863  	0.12679784  	0.07116697  	0.05974889  	0.12659282  	0.02501428  	0.09381213  	0.10301971  	0.02502131  	0.09443851  	0           	0.10199791  	0.05989006  	0.09786093  	0.04734595  	0.02858743  	0.0979961   	0.047395    	0.09810982  	
AAA43774                	0.18453271  	0.14404836  	0.10732453  	0.12571191  	0.06285483  	0.0071151   	0.1060193   	0.11004688  	0.10274245  	0.0071151   	0.10147127  	0.10162692  	0.08567077  	0.0995402   	0.10146686  	0.1060193   	0.0360514   	0.05568487  	0.1060657   	0.03611407  	0.10199791  	0           	0.09978139  	0.03243489  	0.0894981   	0.0983274   	0.02879274  	0.08959365  	0.00355719  	
AEQ39468                	0.167315    	0.14759376  	0.05968344  	0.13586646  	0.09506472  	0.09967541  	0.06378439  	0.12785834  	0.04409437  	0.09967541  	0.04764137  	0.11911686  	0.06736879  	0.0071393   	0.11892429  	0.06378439  	0.09584952  	0.08787292  	0.06380751  	0.08797275  	0.05989006  	0.09978139  	0           	0.09836365  	0.0590461   	0.06376601  	0.09586268  	0.05910827  	0.09584182  	
AAD29212                	0.17983185  	0.14028101  	0.10582508  	0.12207381  	0.07036767  	0.03240059  	0.10185935  	0.10640397  	0.09761352  	0.03240059  	0.09735438  	0.09800378  	0.08559741  	0.09812861  	0.09784934  	0.10185935  	0.0215067   	0.06321566  	0.10190306  	0.03608323  	0.09786093  	0.03243489  	0.09836365  	0           	0.09305451  	0.09420036  	0.01431409  	0.09315373  	0.02879698  	
ABL76766                	0.17793768  	0.16484126  	0.05485077  	0.13411694  	0.08916392  	0.08940466  	0.047341    	0.12984448  	0.0658381   	0.08164385  	0.04321404  	0.12120869  	0.0626027   	0.05890865  	0.12101536  	0.047341    	0.08539188  	0.08206475  	0.0511247   	0.08546671  	0.04734595  	0.0894981   	0.0590461   	0.09305451  	0           	0.05097597  	0.09318276  	0.00708038  	0.08567069  	
ABN58667                	0.1904425   	0.17119488  	0.0213248   	0.1440672   	0.1024242   	0.09822418  	0.01060296  	0.13970817  	0.06679008  	0.09404265  	0.04009044  	0.13087509  	0.0751209   	0.06361543  	0.13066292  	0.01060296  	0.09015966  	0.0952464   	0.01774508  	0.0907669   	0.02858743  	0.0983274   	0.06376601  	0.09420036  	0.05097597  	0           	0.09433138  	0.05102878  	0.09444036  	
AAD29216                	0.18005918  	0.13185545  	0.10337126  	0.1222381   	0.06268005  	0.02876225  	0.10199937  	0.10655056  	0.09883816  	0.02876225  	0.0974883   	0.0981396   	0.08571701  	0.09563227  	0.09798476  	0.10199937  	0.01427627  	0.05552975  	0.10204321  	0.02874143  	0.0979961   	0.02879274  	0.09586268  	0.01431409  	0.09318276  	0.09433138  	0           	0.09328224  	0.02516408  	
AET22088                	0.17537023  	0.1650187   	0.05490787  	0.13426528  	0.08925887  	0.08950002  	0.04739003  	0.12998755  	0.06590691  	0.08173049  	0.04325833  	0.12134098  	0.06266851  	0.05897053  	0.12114719  	0.04739003  	0.08548258  	0.0821524   	0.05117783  	0.08555757  	0.047395    	0.08959365  	0.05910827  	0.09315373  	0.00708038  	0.05102878  	0.09328224  	0           	0.085762    	
AAD29214                	0.18030807  	0.13997892  	0.10338501  	0.12970611  	0.06664273  	0.0035534   	0.10211867  	0.11400363  	0.0988308   	0.0035534   	0.09760104  	0.10553908  	0.08184617  	0.09561044  	0.10537239  	0.10211867  	0.03240802  	0.05947807  	0.10216264  	0.03246425  	0.09810982  	0.00355719  	0.09584182  	0.02879698  	0.08567069  	0.09444036  	0.02516408  	0.085762    	0           	
