27
M19792                  	0.04862577  	0.08998913  	0.08077189  	0.00977455  	0.08284625  	0.07486044  	0.08479657  	0.00584291  	0.08202248  	0.07682781  	0           	0.08884292  	0.08428523  	0.00291278  	0.07916249  	0.0742623   	0.00291278  	0.08486067  	0.08655868  	0.07805927  	0.07934992  	0.07518763  	0.08315253  	0.07735866  	0.08648932  	0.07934992  	0.07196983  	
JN899450                	0.11210133  	0.01575929  	0.06819559  	0.09246529  	0.04069673  	0.06666424  	0.03213083  	0.09008363  	0.04349165  	0.06745578  	0.08884292  	0           	0.0288439   	0.08784633  	0.06757623  	0.06507382  	0.08784633  	0.03008412  	0.01177079  	0.06535519  	0.03959595  	0.06598142  	0.02782038  	0.06371703  	0.00486521  	0.03959595  	0.06060827  	
CY099885                	0.11210133  	0.0288439   	0.06806611  	0.08786403  	0.03744689  	0.06541789  	0.0228832   	0.08550989  	0.04235167  	0.06733722  	0.08428523  	0.0288439   	0           	0.0832883   	0.0674475   	0.06384317  	0.0832883   	0.02289904  	0.03089748  	0.06412839  	0.03635894  	0.06365836  	0.00880097  	0.06469826  	0.02984463  	0.03635894  	0.05939944  	
M19788                  	0.04764969  	0.08899262  	0.07977033  	0.00880111  	0.08184556  	0.07385696  	0.08378493  	0.00486716  	0.08102538  	0.07581334  	0.00291278  	0.08784633  	0.0832883   	0           	0.07815592  	0.07326363  	0.0019419   	0.08385128  	0.08556192  	0.07704937  	0.07834997  	0.07418566  	0.08215551  	0.07635465  	0.08549037  	0.07834997  	0.07097199  	
M20224                  	0.100923    	0.06981288  	0.0009766   	0.08035419  	0.06659675  	0.0342686   	0.06628526  	0.07803549  	0.06757623  	0.01785725  	0.07916249  	0.06757623  	0.0674475   	0.07815592  	0           	0.03322545  	0.07815592  	0.06634409  	0.06534993  	0.01991841  	0.06541423  	0.01185217  	0.06856186  	0.0188839   	0.06528736  	0.06541423  	0.02904618  	
M19786                  	0.09919505  	0.06507382  	0.03402843  	0.07999945  	0.06123732  	0.00294153  	0.06758799  	0.07545334  	0.06618094  	0.03213868  	0.0742623   	0.06507382  	0.06384317  	0.07326363  	0.03322545  	0           	0.07326363  	0.06542315  	0.06286721  	0.03115066  	0.06006947  	0.03092832  	0.06494513  	0.02987435  	0.06280462  	0.06006947  	0.02182639  	
M19789                  	0.04764969  	0.08899262  	0.07977033  	0.00880111  	0.08184556  	0.07385696  	0.08378493  	0.00486716  	0.08102538  	0.07581334  	0.00291278  	0.08784633  	0.0832883   	0.0019419   	0.07815592  	0.07326363  	0           	0.08385128  	0.08556192  	0.07704937  	0.07834997  	0.07418566  	0.08215551  	0.07635465  	0.08549037  	0.07834997  	0.07097199  	
CY099949                	0.106874    	0.03008412  	0.06745578  	0.08952055  	0.04269631  	0.06646696  	0.00391885  	0.08714935  	0.03948268  	0.06617283  	0.08486067  	0.03008412  	0.02289904  	0.08385128  	0.06634409  	0.06542315  	0.08385128  	0           	0.03008412  	0.06517745  	0.04163474  	0.06634409  	0.02188131  	0.06628526  	0.02902849  	0.04163474  	0.06313933  	
JN992807                	0.10970933  	0.0137609   	0.06598142  	0.09015916  	0.04069673  	0.0644353   	0.03006038  	0.08779132  	0.03927618  	0.06523496  	0.08655868  	0.01177079  	0.03089748  	0.08556192  	0.06534993  	0.06286721  	0.08556192  	0.03008412  	0           	0.06093363  	0.03959595  	0.0637774   	0.02577987  	0.06371703  	0.01275215  	0.03959595  	0.05842412  	
AF100393                	0.10094823  	0.0675813   	0.02093628  	0.08378493  	0.0631994   	0.03215687  	0.06512168  	0.07918618  	0.06424598  	0.00687359  	0.07805927  	0.06535519  	0.06412839  	0.07704937  	0.01991841  	0.03115066  	0.07704937  	0.06517745  	0.06093363  	0           	0.06209398  	0.01687767  	0.06523496  	0.00490777  	0.06308098  	0.06209398  	0.02905109  	
CY099925                	0.101181    	0.04171707  	0.06652742  	0.08282949  	0.00490777  	0.06117374  	0.04159643  	0.08048369  	0.0364317   	0.06529421  	0.07934992  	0.03959595  	0.03635894  	0.07834997  	0.06541423  	0.06006947  	0.07834997  	0.04163474  	0.03959595  	0.06209398  	0           	0.06319556  	0.03531117  	0.0631339   	0.03955518  	0           	0.06000724  	
M19795                  	0.09892922  	0.06819559  	0.01276482  	0.08091662  	0.06437047  	0.03218455  	0.06628526  	0.07637819  	0.06708723  	0.01785725  	0.07518763  	0.06598142  	0.06365836  	0.07418566  	0.01185217  	0.03092832  	0.07418566  	0.06634409  	0.0637774   	0.01687767  	0.06319556  	0           	0.06256271  	0.01574342  	0.06371703  	0.06319556  	0.02679904  	
CY018489                	0.11090385  	0.02986959  	0.06917439  	0.08672056  	0.03639572  	0.06653099  	0.01983975  	0.08437322  	0.04340661  	0.06844883  	0.08315253  	0.02782038  	0.00880097  	0.08215551  	0.06856186  	0.06494513  	0.08215551  	0.02188131  	0.02577987  	0.06523496  	0.03531117  	0.06256271  	0           	0.06579763  	0.02882006  	0.03531117  	0.06267917  	
M19794                  	0.09769029  	0.06812999  	0.01976094  	0.08311031  	0.06430737  	0.03111938  	0.06622817  	0.07855542  	0.06702295  	0.00588606  	0.07735866  	0.06371703  	0.06469826  	0.07635465  	0.0188839   	0.02987435  	0.07635465  	0.06628526  	0.06371703  	0.00490777  	0.0631339   	0.01574342  	0.06579763  	0           	0.06365836  	0.0631339   	0.02779767  	
JN899453                	0.10961452  	0.01474426  	0.06591845  	0.09008363  	0.04065467  	0.06437047  	0.03107124  	0.08772042  	0.04133835  	0.06517745  	0.08648932  	0.00486521  	0.02984463  	0.08549037  	0.06528736  	0.06280462  	0.08549037  	0.02902849  	0.01275215  	0.06308098  	0.03955518  	0.06371703  	0.02882006  	0.06365836  	0           	0.03955518  	0.05836679  	
CY099574                	0.101181    	0.04171707  	0.06652742  	0.08282949  	0.00490777  	0.06117374  	0.04159643  	0.08048369  	0.0364317   	0.06529421  	0.07934992  	0.03959595  	0.03635894  	0.07834997  	0.06541423  	0.06006947  	0.07834997  	0.04163474  	0.03959595  	0.06209398  	0           	0.06319556  	0.03531117  	0.0631339   	0.03955518  	0           	0.06000724  	
AF100403                	0.09444477  	0.06060827  	0.02986959  	0.07766938  	0.06117374  	0.02300238  	0.06529421  	0.07315188  	0.06170408  	0.03003827  	0.07196983  	0.06060827  	0.05939944  	0.07097199  	0.02904618  	0.02182639  	0.07097199  	0.06313933  	0.05842412  	0.02905109  	0.06000724  	0.02679904  	0.06267917  	0.02779767  	0.05836679  	0.06000724  	0           	
