25
ABN50646                	0.1801361   	0.10802584  	0.06744667  	0.12570378  	0.09384689  	0.13944351  	0.08824155  	0.10206262  	0.06353467  	0.07583649  	0           	0.09004122  	0.06186664  	0.08719952  	0.08882647  	0.06001221  	0.07903393  	0.06951821  	0.09139129  	0.05984887  	0.08924538  	0.06709197  	0.07791269  	0.03421596  	0.08804256  	
ABL76848                	0.21227552  	0.05370882  	0.10060984  	0.14768978  	0.03888363  	0.16327998  	0.10462633  	0.04820731  	0.09698504  	0.06085194  	0.09004122  	0           	0.09495452  	0.11579218  	0.04082049  	0.0934941   	0.05353367  	0.09054584  	0.03520281  	0.09324192  	0.00515875  	0.09392162  	0.05774236  	0.08543637  	0.03897705  	
AAA43716                	0.19292152  	0.11841427  	0.00510675  	0.13666279  	0.10233747  	0.15034846  	0.10172719  	0.11256329  	0.01719728  	0.08308298  	0.06186664  	0.09495452  	0           	0.09851429  	0.09581803  	0.01377984  	0.08799627  	0.08642584  	0.09825384  	0.01374514  	0.09613902  	0.0802421   	0.08204399  	0.05209523  	0.09498029  	
ACU12725                	0.11449479  	0.1213921   	0.10261954  	0.03326424  	0.11547899  	0.0708602   	0.07446129  	0.11749814  	0.10245399  	0.1033299   	0.08719952  	0.11579218  	0.09851429  	0           	0.10407765  	0.09897025  	0.10271309  	0.05191442  	0.10930575  	0.09870298  	0.11353368  	0.04070256  	0.09984296  	0.08092752  	0.10203379  	
ABF21279                	0.20388313  	0.05572293  	0.10151992  	0.14161226  	0.03718857  	0.15526218  	0.1001097   	0.05019641  	0.09786667  	0.0611812   	0.08882647  	0.04082049  	0.09581803  	0.10407765  	0           	0.09434929  	0.05740228  	0.08101716  	0.03711655  	0.09409274  	0.0373486   	0.08440963  	0.05988679  	0.08232366  	0.00172105  	
AET21725                	0.19387349  	0.11702506  	0.01898289  	0.13730741  	0.10090138  	0.15106744  	0.10219612  	0.11115459  	0.00341702  	0.08159052  	0.06001221  	0.0934941   	0.01377984  	0.09897025  	0.09434929  	0           	0.0865302   	0.08289938  	0.09680847  	0           	0.09468985  	0.08060661  	0.07977575  	0.05233451  	0.09351762  	
AFH58304                	0.19750162  	0.07427816  	0.09172101  	0.14115056  	0.05904535  	0.14975733  	0.10225723  	0.06866405  	0.08998251  	0.01723017  	0.07903393  	0.05353367  	0.08799627  	0.10271309  	0.05740228  	0.0865302   	0           	0.0812972   	0.05523726  	0.08630036  	0.04942172  	0.08278252  	0.01916739  	0.0747693   	0.05550932  	
ABL84340                	0.14547484  	0.11016591  	0.09199504  	0.08816643  	0.09428137  	0.09925669  	0.07014622  	0.10430728  	0.08635426  	0.08178668  	0.06951821  	0.09054584  	0.08642584  	0.05191442  	0.08101716  	0.08289938  	0.0812972   	0           	0.09186912  	0.08267948  	0.08976146  	0.01387805  	0.07836868  	0.06705562  	0.07904197  	
ACT20765                	0.20625875  	0.02097295  	0.10390728  	0.14686477  	0.03520422  	0.15785917  	0.10895156  	0.0353231   	0.10028863  	0.06079977  	0.09139129  	0.03520281  	0.09825384  	0.10930575  	0.03711655  	0.09680847  	0.05523726  	0.09186912  	0           	0.09654765  	0.03175269  	0.09523049  	0.05769294  	0.08493149  	0.03529005  	
ACD85687                	0.19330092  	0.11670393  	0.01893497  	0.13692567  	0.10062815  	0.15064007  	0.10192101  	0.11085056  	0.0034085   	0.0813728   	0.05984887  	0.09324192  	0.01374514  	0.09870298  	0.09409274  	0           	0.08630036  	0.08267948  	0.09654765  	0           	0.09443557  	0.08039398  	0.07956349  	0.05219584  	0.09326497  	
ABL76991                	0.209567    	0.0502261   	0.10177137  	0.14529254  	0.03542467  	0.1608077   	0.10486678  	0.04472746  	0.09816299  	0.05665745  	0.08924538  	0.00515875  	0.09613902  	0.11353368  	0.0373486   	0.09468985  	0.04942172  	0.08976146  	0.03175269  	0.09443557  	0           	0.09311774  	0.05355681  	0.08290142  	0.03551143  	
ABL76870                	0.13223605  	0.11353921  	0.08575092  	0.07627908  	0.09765629  	0.08703993  	0.06050086  	0.10768479  	0.08404714  	0.08327871  	0.06709197  	0.09392162  	0.0802421   	0.04070256  	0.08440963  	0.08060661  	0.08278252  	0.01387805  	0.09523049  	0.08039398  	0.09311774  	0           	0.07987097  	0.06290833  	0.08243314  	
CAA37262                	0.19599221  	0.07693178  	0.08579079  	0.13836562  	0.06154475  	0.14823656  	0.10117401  	0.07126673  	0.08324745  	0.02272909  	0.07791269  	0.05774236  	0.08204399  	0.09984296  	0.05988679  	0.07977575  	0.01916739  	0.07836868  	0.05769294  	0.07956349  	0.05355681  	0.07987097  	0           	0.07362993  	0.05797828  	
ACT20738                	0.17270631  	0.10520484  	0.05759397  	0.11899847  	0.08518861  	0.13253882  	0.08381994  	0.09929125  	0.05584918  	0.07156867  	0.03421596  	0.08543637  	0.05209523  	0.08092752  	0.08232366  	0.05233451  	0.0747693   	0.06705562  	0.08493149  	0.05219584  	0.08290142  	0.06290833  	0.07362993  	0           	0.08156216  	
ABL77035                	0.20142789  	0.05383316  	0.10064508  	0.13943405  	0.03535831  	0.15302205  	0.09807725  	0.04832145  	0.0970142   	0.06109721  	0.08804256  	0.03897705  	0.09498029  	0.10203379  	0.00172105  	0.09351762  	0.05550932  	0.07904197  	0.03529005  	0.09326497  	0.03551143  	0.08243314  	0.05797828  	0.08156216  	0           	
